1.886438,3.949924,1.19769,1.184934,1.211995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004648726,-0.004592035,1.940484,-0.9972652,-0.9589793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008239206,0.007823466,0.007823466,1.659387,-1.710958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.897361,4.754476,1.176071,1.1605,1.176109,5.475765,5.491336,5.475727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.005574692,-0.01326588,1.932056,-0.9821663,-0.9607745,0.9488315,0.9563715,-1.95101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01209425,0.001114938,-0.003099151,1.654663,-1.698051,1.683028,-1.669705,0.0001133836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.869241,4.393462,0.8114673,0.8108248,5.45186,5.451236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001889726,-0.0003212534,1.75771,-1.757162,1.757067,-1.757823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.880183,4.148345,-0.1336225,6.162151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.900082,4.762355,5.677493,1.166963,1.165375,1.175618,5.503204,5.491525,5.037499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001285014,0.002985767,2.525827,-1.932075,0.9797852,1.001612,-0.9583557,-0.9606612,3.358176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00814472,0.00234326,0.02218539,0.02099486,-1.657989,1.66551,-1.673296,1.680968,-1.485117,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.878048,4.70385,5.933305,1.23282,1.139637,1.190263,5.64635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01765004,0.07220644,1.98049,-1.914784,1.250489,0.6261985,-1.679796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004176295,-0.02131611,-0.5026104,-0.3641691,-1.485211,1.844089,0.5942244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.857034,4.541579,5.482984,1.240605,1.110384,1.121779,7.54802,4.858202,4.861793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00338261,0.04465423,2.55918,-1.975803,0.9238115,0.915988,2.481853,3.572508,3.559148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008598254,0,-0.008598254,0.005895946,-1.682234,1.709144,-0.005895946,1.682234,-1.709144,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.05039899,-1.389969,1.44154,0.0310293,-0.2009913,-2.214986,-2.447725,2.301479,2.533518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.637202,-0.8664016,-0.7713106,2.684734,2.807906,-1.514332,-1.391027,-1.231629,-1.355236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1075821,-0.1079034,0.08054013,-1.865386,1.566677,-1.866086,1.565714,1.881468,-1.550993,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.870791,4.741172,5.747867,1.192228,1.114447,1.106246,5.455204,5.445416,5.123804,7.81602,5.096648,0,0,0,0,0,0,0,0,0,0,0,0,-0.02524674,0.03119938,2.719996,-1.979318,0.9229044,0.9137582,-0.9740593,-0.9665194,3.743132,2.711266,3.758325,0,0,0,0,0,0,0,0,0,0,0,0,0.007785672,0.01560914,0.01222653,0.0009637603,-1.668118,1.685201,-1.647501,1.687412,-1.674184,0.02874273,1.679022,0,0,0,0,0,0,0,0,0,0,0,0
1.84271,4.662653,6.001241,1.187428,1.07909,1.082114,5.650149,5.086274,8.052917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01972874,0.04960531,2.196259,-1.980433,0.9715649,0.8278323,-1.751795,4.032411,2.156064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01477766,0.02061691,-0.01906734,-0.06999546,-1.632005,1.741175,0.05697524,-0.05236431,-0.01430523,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.889726,4.618491,6.867567,1.130774,1.17078,1.063991,8.882733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.924081,-0.9599809,-0.9393262,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06670734,1.687714,-1.645177,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.1056735,-1.444847,1.307539,-0.07831025,-0.04741323,-2.32956,-2.31773,2.038693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.667022,-0.8371487,-0.699501,2.747435,2.755391,-1.461212,-1.488802,-1.089767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1241928,-0.123059,-0.1523119,-1.861418,1.606173,-1.859736,1.608327,1.592019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.897191,4.766891,5.705102,1.201507,1.145609,1.132551,5.486385,5.465182,5.107136,7.629183,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01012893,0.03537567,2.623469,-1.938084,0.9601887,0.9540094,-0.9530456,-0.958847,3.543501,2.606405,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009599809,0.02309245,0.04297237,0.002853486,-1.668798,1.685144,-1.646518,1.697371,-1.54007,-0.03705753,0,0,0,0,0,0,0,0,0,0,0,0,0
1.889726,4.618491,6.793584,1.145987,1.145968,1.145987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.930393,-0.9843395,-0.9460536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220909,1.660748,-1.682801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
